VK_user_1,VK_user_2
40887670,235596249
40887670,236218472
40887670,236319846
40887670,236598167
40887670,238216424
40887670,239668540
40887670,240692620
40887670,241531543
40887670,246764409
40887670,247864593
40887670,251260071
40887670,257553511
40887670,258628050
40887670,262644794
40887670,264391350
40887670,266271127
40887670,268428099
40887670,270736408
40887670,289639833
40887670,290497836
40887670,292411433
40887670,295403381
40887670,297205747
40887670,300432336
40887670,300814610
40887670,315516079
40887670,321379206
40887670,321624397
40887670,322273758
40887670,324467396
40887670,332682545
40887670,336011941
40887670,342860912
40887670,352614596
40887670,363802350
40887670,387760027
40887670,420117739
40887670,427478812
76328508,5993
76328508,197085
76328508,1263273
76328508,1329156
76328508,1438983
76328508,1466205
76328508,1552442
76328508,1941913
76328508,1966847
76328508,2420520
76328508,2630464
76328508,3216164
76328508,3324629
76328508,3368802
76328508,3387532
76328508,4879120
76328508,5208544
76328508,5323689
76328508,5704476
76328508,6473488
76328508,6473589
76328508,6735310
76328508,7052716
76328508,7107414
76328508,8725157
76328508,9119025
76328508,11688140
76328508,12181662
76328508,12663972
76328508,12838103
76328508,13601166
76328508,13659104
76328508,13935800
76328508,14704719
76328508,14717345
76328508,14939030
76328508,16619113
76328508,17217123
76328508,17408084
76328508,17816573
76328508,18192576
76328508,18462964
76328508,19016233
76328508,19044897
76328508,19274573
76328508,19656445
76328508,19656830
76328508,20251251
76328508,20341211
76328508,20530531
76328508,20770383
76328508,20821995
76328508,20925861
76328508,21192083
76328508,21521951
76328508,23416451
76328508,23982816
76328508,24458346
76328508,25315399
76328508,25674167
76328508,26598669
76328508,26791085
76328508,27267110
76328508,27323089
76328508,27361890
76328508,27461547
76328508,27941476
76328508,28355041
76328508,28842911
76328508,28973237
76328508,29232171
76328508,29447112
76328508,29504426
76328508,30468876
76328508,31617137
76328508,32506241
76328508,33603241
76328508,33706659
76328508,34412748
76328508,34528976
76328508,34906592
76328508,34918593
76328508,35145295
76328508,35551828
76328508,35608556
76328508,36034378
76328508,36381493
76328508,36577278
76328508,37849799
76328508,38539472
76328508,38787385
76328508,38946778
76328508,39183929
76328508,39742239
76328508,40081803
76328508,40145285
76328508,40214500
76328508,42341885
76328508,42402390
76328508,42589261
76328508,43023316
76328508,43924085
76328508,44262073
76328508,44269888
76328508,44271552
76328508,44272973
76328508,45467071
76328508,45607275
76328508,46440406
76328508,47118966
76328508,47517441
76328508,48662844
76328508,48718356
76328508,49201846
76328508,49893624
76328508,50430511
76328508,50587342
76328508,50763844
76328508,50918664
76328508,51705318
76328508,51864962
76328508,51964641
76328508,52118071
76328508,52185522
76328508,53191868
76328508,53459811
76328508,53789469
76328508,54705450
76328508,55145314
76328508,55565814
76328508,55862820
76328508,56668124
76328508,56885356
76328508,57808149
76328508,58435758
76328508,58479420
76328508,59005111
76328508,59014625
76328508,59181636
76328508,59423478
76328508,59822794
76328508,59925090
76328508,60175083
76328508,60202201
76328508,61175217
76328508,61920774
76328508,61971937
76328508,63326052
76328508,64806513
76328508,65314227
76328508,66066676
76328508,66569677
76328508,67417506
76328508,67473667
76328508,67879576
76328508,67927939
76328508,68590848
76328508,69110189
76328508,69781160
76328508,70089873
76328508,70445046
76328508,70888675
76328508,71721566
76328508,71800731
76328508,72452408
76328508,73083516
76328508,73368540
76328508,73384806
76328508,73653500
76328508,74080998
76328508,74477187
76328508,75711509
76328508,75803423
76328508,75891657
76328508,76071378
76328508,76248971
76328508,76424521
76328508,76566464
76328508,76688909
76328508,76781573
76328508,77114466
76328508,77398614
76328508,78660262
76328508,79049146
76328508,79371892
76328508,79947151
76328508,79971663
76328508,80943841
76328508,81554909
76328508,81657019
76328508,81973721
76328508,82768489
76328508,83414880
76328508,83434829
76328508,84198702
76328508,84272354
76328508,84760348
76328508,84796717
76328508,85717035
76328508,86682395
76328508,86725400
76328508,87391471
76328508,87903425
76328508,88271390
76328508,88431633
76328508,89111632
76328508,89241165
76328508,89638348
76328508,89812800
76328508,90102225
76328508,90454786
76328508,90590542
76328508,92184550
76328508,92294092
76328508,92731345
76328508,92747669
76328508,93962813
76328508,94397151
76328508,94649851
76328508,95101057
76328508,95492796
76328508,95826735
76328508,96030904
76328508,96161181
76328508,96338057
76328508,96440527
76328508,96807980
76328508,97414010
76328508,97434266
76328508,97968721
76328508,98349044
76328508,98420580
76328508,99138057
76328508,99195366
76328508,99467665
76328508,99638861
76328508,100127532
76328508,100429433
76328508,100550527
76328508,101109385
76328508,101829283
76328508,102419389
76328508,102686281
76328508,102773862
76328508,102877719
76328508,103051166
76328508,104030449
76328508,104708505
76328508,105297437
76328508,105398424
76328508,105705675
76328508,105812368
76328508,105880385
76328508,106289619
76328508,106353903
76328508,108398464
76328508,108645833
76328508,109005198
76328508,110386264
76328508,110794930
76328508,110977488
76328508,111427206
76328508,111989572
76328508,112120311
76328508,113022710
76328508,113918975
76328508,114703851
76328508,116589579
76328508,117891823
76328508,118582983
76328508,118738983
76328508,119001176
76328508,119576197
76328508,120038146
76328508,121123362
76328508,122230393
76328508,122692075
76328508,122870842
76328508,123411442
76328508,124432481
76328508,124733152
76328508,124775822
76328508,124909546
76328508,124972087
76328508,124983957
76328508,125490505
76328508,126050636
76328508,126464645
76328508,127131839
76328508,128023128
76328508,128032749
76328508,128044399
76328508,128946116
76328508,129818498
76328508,130543413
76328508,130989750
76328508,131656329
76328508,131707141
76328508,131726285
76328508,131977147
76328508,132011950
76328508,132214851
76328508,132964595
76328508,133165602
76328508,133193731
76328508,133278008
76328508,133350043
76328508,133427136
76328508,133471463
76328508,133603848
76328508,134088905
76328508,134539336
76328508,134853516
76328508,135050120
76328508,135186253
76328508,135348979
76328508,135364901
76328508,135616583
76328508,135725700
76328508,135941113
76328508,135952108
76328508,135967536
76328508,135986140
76328508,136894924
76328508,136930759
76328508,137067829
76328508,137616768
76328508,137723345
76328508,137737940
76328508,137836393
76328508,138041162
76328508,138049889
76328508,138072793
76328508,138156218
76328508,138175153
76328508,138362881
76328508,138720166
76328508,139013439
76328508,139103544
76328508,139207171
76328508,139377200
76328508,139697724
76328508,139818303
76328508,139822424
76328508,140299792
76328508,140336607
76328508,140537904
76328508,140681510
76328508,141174987
76328508,141247968
76328508,142450060
76328508,142826251
76328508,142909641
76328508,143132575
76328508,143191365
76328508,143204199
76328508,143268892
76328508,143395681
76328508,143409984
76328508,143556782
76328508,143630565
76328508,144332727
76328508,145028398
76328508,145101949
76328508,145453466
76328508,145808623
76328508,145868840
76328508,145963612
76328508,146075397
76328508,146100640
76328508,146197720
76328508,146487813
76328508,146553153
76328508,146609058
76328508,146663449
76328508,147326585
76328508,148026344
76328508,148284641
76328508,148349780
76328508,148517423
76328508,148920739
76328508,149041733
76328508,150354089
76328508,150398505
76328508,150479775
76328508,150625158
76328508,150735342
76328508,150908044
76328508,151045692
76328508,151483802
76328508,151551524
76328508,151636285
76328508,151949720
76328508,152251185
76328508,152308818
76328508,152686914
76328508,152817402
76328508,152832058
76328508,153226869
76328508,153501716
76328508,153557248
76328508,153572044
76328508,153838463
76328508,153977386
76328508,154160517
76328508,155057385
76328508,155542855
76328508,155903546
76328508,156412571
76328508,156461036
76328508,156571655
76328508,156635308
76328508,156896745
76328508,156988394
76328508,157203171
76328508,157308424
76328508,157392955
76328508,157579991
76328508,158445696
76328508,158495881
76328508,158727169
76328508,158765692
76328508,158947551
76328508,159047694
76328508,159347969
76328508,159572647
76328508,159653504
76328508,159758345
76328508,159787548
76328508,159825703
76328508,160095416
76328508,160200720
76328508,160337615
76328508,160599828
76328508,161342564
76328508,161603382
76328508,161733953
76328508,162212914
76328508,162225997
76328508,162282157
76328508,162757460
76328508,162854606
76328508,162863885
76328508,163068756
76328508,163461171
76328508,163468987
76328508,163566585
76328508,163731580
76328508,163814006
76328508,163823935
76328508,163825909
76328508,163827291
76328508,163838742
76328508,163909254
76328508,163929819
76328508,163983747
76328508,164510473
76328508,164626529
76328508,164684640
76328508,164757717
76328508,165337835
76328508,165557986
76328508,165926825
76328508,166144485
76328508,166147232
76328508,166175653
76328508,166701859
76328508,167008363
76328508,167229402
76328508,167427508
76328508,167548739
76328508,168449968
76328508,168563095
76328508,168607523
76328508,168762403
76328508,168949962
76328508,169140163
76328508,169269966
76328508,169416953
76328508,171356578
76328508,171413204
76328508,171430093
76328508,171509179
76328508,171752899
76328508,171821682
76328508,171888881
76328508,172386286
76328508,172520360
76328508,172983084
76328508,173026948
76328508,173310398
76328508,173568434
76328508,173776556
76328508,174107261
76328508,174598792
76328508,174888227
76328508,174907453
76328508,175410970
76328508,175413322
76328508,176090301
76328508,176213998
76328508,176357293
76328508,176808107
76328508,176931128
76328508,177720195
76328508,178011844
76328508,178990482
76328508,179060357
76328508,179352443
76328508,179627112
76328508,179828896
76328508,180031219
76328508,180401660
76328508,180600107
76328508,181241504
76328508,181667562
76328508,181711828
76328508,181876297
76328508,182145923
76328508,182382137
76328508,182423401
76328508,182475195
76328508,182578348
76328508,182704363
76328508,182729902
76328508,182818211
76328508,182912329
76328508,183416348
76328508,183780019
76328508,183977044
76328508,184105022
76328508,184176674
76328508,184358639
76328508,184411921
76328508,184655860
76328508,185989600
76328508,186318713
76328508,187445649
76328508,187803257
76328508,187879381
76328508,188002086
76328508,188036384
76328508,189089104
76328508,189474358
76328508,189483189
76328508,189830250
76328508,190391385
76328508,190853597
76328508,191566176
76328508,191710797
76328508,192078588
76328508,192407456
76328508,192531076
76328508,194273415
76328508,194318463
76328508,194636798
76328508,194639220
76328508,194871367
76328508,194878816
76328508,195032167
76328508,195247248
76328508,195659135
76328508,196095965
76328508,196867980
76328508,197098990
76328508,197236645
76328508,197697659
76328508,197703706
76328508,199707895
76328508,199741099
76328508,199891666
76328508,200442163
76328508,200518473
76328508,200764638
76328508,201190612
76328508,201516882
76328508,201760546
76328508,201976868
76328508,202001735
76328508,202468028
76328508,203009218
76328508,203077232
76328508,203346797
76328508,203728759
76328508,203874757
76328508,204200251
76328508,204607572
76328508,204614501
76328508,204821908
76328508,205125310
76328508,205145714
76328508,205355229
76328508,205428155
76328508,205449705
76328508,205570516
76328508,206493061
76328508,208131632
76328508,209727028
76328508,209745063
76328508,209990135
76328508,210921587
76328508,211150627
76328508,211232539
76328508,211686228
76328508,211693347
76328508,212078925
76328508,212400694
76328508,212487510
76328508,212524605
76328508,212803568
76328508,213176984
76328508,213179450
76328508,213926037
76328508,214060307
76328508,214383880
76328508,214436129
76328508,214623623
76328508,214701397
76328508,214939630
76328508,215716448
76328508,215787938
76328508,216111579
76328508,216190536
76328508,216460808
76328508,217142768
76328508,217321357
76328508,217482484
76328508,217748032
76328508,220177154
76328508,220763372
76328508,221118890
76328508,221533592
76328508,221535802
76328508,221878432
76328508,222978326
76328508,223061478
76328508,223229180
76328508,223364702
76328508,223404460
76328508,223470672
76328508,223522826
76328508,223983920
76328508,224052072
76328508,224728408
76328508,224745477
76328508,225172561
76328508,225330751
76328508,225370646
76328508,225962919
76328508,226152582
76328508,226248871
76328508,226513687
76328508,227992997
76328508,228242483
76328508,228637145
76328508,229234102
76328508,229237953
76328508,229345099
76328508,229413196
76328508,229610131
76328508,230887097
76328508,231284350
76328508,231316925
76328508,231938132
76328508,231938827
76328508,233205026
76328508,233572450
76328508,233673659
76328508,234618608
76328508,234664827
76328508,234921823
76328508,235022148
76328508,235035104
76328508,235816638
76328508,236107347
76328508,236334477
76328508,236341027
76328508,236447336
76328508,236450283
76328508,236566321
76328508,236776951
76328508,236783753
76328508,236893024
76328508,237420148
76328508,237617736
76328508,238180780
76328508,238263330
76328508,238302341
76328508,238384014
76328508,238444902
76328508,238589673
76328508,238953441
76328508,239140023
76328508,240200561
76328508,240645052
76328508,241279554
76328508,241362031
76328508,241917206
76328508,242235308
76328508,242492713
76328508,243083449
76328508,243130843
76328508,243605669
76328508,243933852
76328508,243980090
76328508,244993755
76328508,245687855
76328508,246074882
76328508,246872239
76328508,247636154
76328508,248136440
76328508,248363492
76328508,248890858
76328508,249460254
76328508,250439058
76328508,250452859
76328508,251109215
76328508,252067349
76328508,252289439
76328508,252324632
76328508,252487610
76328508,252982058
76328508,253446096
76328508,254438152
76328508,254542476
76328508,254604785
76328508,255014960
76328508,255150454
76328508,255864707
76328508,256238494
76328508,256696446
76328508,257034139
76328508,257479991
76328508,257518652
76328508,258156047
76328508,258234261
76328508,258803391
76328508,258832769
76328508,259026128
76328508,259224831
76328508,259246595
76328508,259321431
76328508,259332134
76328508,259352512
76328508,261122545
76328508,261186573
76328508,261932199
76328508,262367325
76328508,262612002
76328508,263069749
76328508,263162997
76328508,263603902
76328508,264950327
76328508,265346671
76328508,266095601
76328508,266577974
76328508,267369144
76328508,267382974
76328508,267432989
76328508,267435265
76328508,267939837
76328508,268732642
76328508,268815963
76328508,269077573
76328508,270045448
76328508,270780454
76328508,271851112
76328508,273954696
76328508,275267938
76328508,275442939
76328508,275461982
76328508,275730804
76328508,275789169
76328508,276035129
76328508,276590859
76328508,276695760
76328508,276873007
76328508,277678281
76328508,279671965
76328508,279889973
76328508,280831516
76328508,281120567
76328508,282151406
76328508,282229007
76328508,282811524
76328508,282987342
76328508,283273195
76328508,283588640
76328508,284681021
76328508,285375497
76328508,286288768
76328508,286877958
76328508,287261424
76328508,288325285
76328508,288603932
76328508,288850149
76328508,289000493
76328508,290589897
76328508,291323489
76328508,291787447
76328508,292111927
76328508,293137781
76328508,293878154
76328508,294500586
76328508,294979032
76328508,295891554
76328508,295901266
76328508,298618635
76328508,298944132
76328508,299547753
76328508,299847506
76328508,300524500
76328508,300967245
76328508,301319835
76328508,302607513
76328508,303209321
76328508,303364101
76328508,305083971
76328508,305162297
76328508,305882323
76328508,307036103
76328508,307294708
76328508,307365113
76328508,307553446
76328508,307618096
76328508,307864513
76328508,309030528
76328508,309043411
76328508,309822445
76328508,310195850
76328508,311256753
76328508,311945702
76328508,311980514
76328508,313131892
76328508,314468676
76328508,315472484
76328508,315561137
76328508,316844662
76328508,316901749
76328508,316972306
76328508,317998023
76328508,318596649
76328508,318768118
76328508,318865662
76328508,319477382
76328508,319600748
76328508,320478868
76328508,321483032
76328508,321621374
76328508,321933283
76328508,323049538
76328508,323612825
76328508,323900373
76328508,325100121
76328508,325138366
76328508,325465566
76328508,326225513
76328508,326380192
76328508,326796254
76328508,326972717
76328508,328112039
76328508,328193792
76328508,329491463
76328508,329575755
76328508,329844276
76328508,330091966
76328508,330339612
76328508,330595613
76328508,331017992
76328508,331695280
76328508,334946645
76328508,336293978
76328508,336585365
76328508,337965178
76328508,338237987
76328508,339434251
76328508,339521091
76328508,341018073
76328508,341309958
76328508,341504108
76328508,344619791
76328508,344671470
76328508,344700930
76328508,345076821
76328508,346063566
76328508,347073407
76328508,347158868
76328508,347228021
76328508,347524965
76328508,348744043
76328508,349193795
76328508,349605180
76328508,349724532
76328508,350009142
76328508,350330748
76328508,350941319
76328508,351673560
76328508,352921739
76328508,353008707
76328508,353391727
76328508,354103582
76328508,354248403
76328508,355749270
76328508,357004461
76328508,357034146
76328508,357383070
76328508,357569866
76328508,358553809
76328508,359178717
76328508,359840658
76328508,360070354
76328508,361109204
76328508,365170790
76328508,365190075
76328508,365929724
76328508,366642900
76328508,367506680
76328508,369957970
76328508,370660400
76328508,370956926
76328508,371058282
76328508,371469551
76328508,371602608
76328508,373775617
76328508,375990248
76328508,377198545
76328508,377424327
76328508,378879892
76328508,379415068
76328508,379437151
76328508,379754348
76328508,380655982
76328508,381057462
76328508,381485081
76328508,381897709
76328508,382443817
76328508,382537918
76328508,382729460
76328508,383087847
76328508,383845797
76328508,384099678
76328508,384394781
76328508,385342002
76328508,386337524
76328508,386588755
76328508,386755209
76328508,387057767
76328508,387918157
76328508,388016555
76328508,388362825
76328508,389052882
76328508,390066347
76328508,390499615
76328508,391444561
76328508,391779591
76328508,392225750
76328508,392364761
76328508,392640134
76328508,393470318
76328508,393685998
76328508,394192499
76328508,394355575
76328508,395645310
76328508,397789595
76328508,397945706
76328508,399268909
76328508,399481710
76328508,401141776
76328508,407945347
76328508,408118227
76328508,412666496
76328508,413012151
76328508,413323605
76328508,414663983
76328508,415644346
76328508,416240993
76328508,416758239
76328508,417466214
76328508,420105965
76328508,420674485
76328508,421298403
76328508,422397933
76328508,422555872
76328508,428538870
76328508,428612444
76328508,430436161
76328508,434925280
76328508,435398966
76328508,436934568
76328508,436993107
76328508,437124031
76328508,437673556
76328508,438615299
76328508,438876757
76328508,439068645
76328508,439364387
76328508,439768018
76328508,440181331
76328508,442490895
76328508,442831806
76328508,444098090
76328508,445149290
76328508,448000482
76328508,448547068
76328508,451169821
76328508,452312336
76328508,456494191
76328508,456576910
76328508,458941711
76328508,462023917
76328508,462159932
76328508,462715912
76328508,462869174
76328508,465506973
76328508,467105321
76328508,469088974
76328508,470622962
76328508,471401235
76328508,471892233
76328508,471991769
76328508,474622138
76328508,478239015
76328508,479492606
76328508,481022691
76328508,481884223
